score,text,klasifikasi
0, wfh loh gembul,Netral
-1,lu wfh ya,Negatif
0,ooohhhh kukira tutup kak arti pemberlakuan wfh kak,Netral
-3,wat kaget kukira wfh loh kak nyata ya ganti semester jepang tuh kak kayak indonesia junijuli ,Negatif
-2,punten wfh tuh jam istirahat siang kayak ngantor hehe,Negatif
0,b min alias begadang mumpung wfh habis sahur solat subuh tidur,Netral
0,hikmah wfh smbl kuih raya ,Netral
1, wfh bambangggg kasihan anak orang tunggu sortir butuh uang nikah,Positif
-1,yela lepas subuh gerak g je sumpah ensem wfh kali tido,Negatif
0, je wfh nak ,Netral
-1, adzan dzuhur masya allah bertemu malam ribu moga doa doa diijabah allah amin mesti melek subuh senin wfh antisipasi urus kantor meeting jam,Negatif
-1, rindu wfh ya,Negatif
-1,pikir tinggal bal enak kali ya kak wfh kerja chill pinggir pantai,Negatif
0, wfh nama laku remote connection laptop kerja remote komputer kantor remote komputer kelas remote ,Netral
-1,oh iya deh wfh ya hyung,Negatif
-1,since fully wfh editing video side car on the go artikel taknak bawa macbook pro deh lepas bahaya,Negatif
-1,bos suruh apply cuti nak wfh je which means dkt rumah je sok nak apply taknak hmmm,Negatif
-1,terimakasih polri jalan wfh ,Negatif
-2,problematika wfh jam kerja jam wfo jarang bawa kerja rumah benarbenar istirahat denger asn kemenkeu dibolehin wfh hmm bagus diterapin masuk angin ,Negatif
-1,nder kayak stres erh pakai w jaya skincare bagus nampollll orangorang bilang cakep repurchase wfh breakout,Negatif
0,jahit wfh kakak libur ,Netral
0,maybe last laki rotate wfh habis je raya senang,Netral
-3,cont jual kayak lo deact lo suruh orang ganti pasorang lo percaya ya memori hilang sewaktuwaktu lo rindu temanteman lo moga hasil ya gegara wfh wkkwkwkwkwk alias gabut kian terima kasih,Negatif
0, stabilo jumat wfh arti mas ora jatahe kene,Netral
0, kau wfh raya aiman huhuhu raya je ziarah ziarah,Netral
0,wfh kerja,Netral
0,wey harini wfh,Netral
-1,gilo mbek selebtwit wfh kerjo belonjo ya diilokilokno duduk ngopi random koyok ,Negatif
0,aaaminn puasa wfh lebar kaya,Netral
0,dok bohkene kijo standbykalo bos bang fully wfh deh cabut ari ,Netral
-1, capek semenjak wfh selesaisebelum kerja urus rumah nyuci jemur gosok beres dll habis kerja semenjak puasa nyiapin buka sahur ngeluh nyokap entar capek blablablabla rembet kmn,Negatif
0, pengin wfh cepatcepat huhu,Netral
0, target jual turun covid achieve target wfh,Netral
0, senang rabu wfh bablas libur eh suruh masuk ,Netral
-3, wfh temanteman linkedin suka pamer sertif ya asa oiya iri dengki,Negatif
0,naruto wfh ,Netral
0, wfh juni,Netral
-1,my current wfh situation papa adek tolongin papa bantu setting team mama adek tolong carik hampers budget kian langsung kirim besok lupa kerja kerja kantor,Negatif
-1, wfh takut kotor,Negatif
-2,kemarin habis chat teman nakes pasrah lihat kondisi indonesia kayak ngeluh pengin wfh tangis lihat isi tagar kasiaan temenkuu,Negatif
-1, lihat jutek galak grup chat wfh use wkwkwkkk literally at the end of every sentence,Negatif
0,sabar wfh corona rioyo butuh duwek kabeh,Netral
0,edisi kangen nyanyi nemu foto taun ,Netral
-2, wfh asa ya,Negatif
0,capek wfh memding kerja ,Netral
-3, rumah takut sebar covid posisi wfh takut nyata orangorang ngeyel rumah jalan jalan kesel asli tau ngeyel bodo ,Negatif
0,halo selamat siang stay at home ya teman teman admin berik informasi kena ide seru pembelajaran anak cocok parents wfh berik pembelajaran putra putri yuk simak,Netral
-1, wfh ya gusti kober etik kantor,Negatif
1, pandemi status wfh rindu seberang pulau moga tatap muka langsung canda agam tarik sampa,Positif
-3,aduh lepas wfh shomi pandang muka pandang muka kau harini shomi masuk office hmm gerak perlahan kali call nak huuuu,Negatif
0,nek wfh nggari luwe,Netral
0,benerkan wfh ,Netral
-1,lni cerita orangorang pancasila nkri mensosialisikan wfhjaga jarak dirumahsajatapi blunder kelakuanya ,Negatif
0,meeting tunda wfh kena self quarantine at least hujung minggu rabu meeting kena attend dianjurkan host im sok confuse,Netral
-4, kecewa en wfh indonesia masuk darurat covid detik ubah apaapa kantor kerja doang pikir takut carrier orang rumah,Negatif
-1,aaaahh senang sekal wfh bete menyesuaikan lamalama eh nyaman,Negatif
0,iya len wfh wfh bantu tim jual len puyeng ,Netral
2,dear cynthia wfh dedikasi twit kenang betapa kreatif masakmemasak karantina inspirasi salam hutan selamat semangat kerja,Positif
0,info hrd lebaran masuk shifting wfh wow well is the beginning start herd immunity,Netral
0,pengin beli kursi empuk wfh mikir wfh gabakalan kepake bye kursi empuk welcome pinggang encok,Netral
-3,jerinx indira mata biar lihat korban nakes ganti wfh nurut,Negatif
0,wfh masaaak hobby bayar,Netral
0, harua surat tugas krl wfh ,Netral
0, wfh productive join meeting tukar window je kali turun lof samp malam conf call,Netral
-1, anies coba tolong informasi psbb buru biar kantor release informasi nunggu full wfh rotasi full masuk bikin anxious,Negatif
0, ok wfh hrni antuk niii,Netral
-1,lunch break naman ih supermarket s mateo rizal,Negatif
0, dualima kadung nyaman pola hidup wfhpuasa ,Netral
-1,auto pikun kecuali kulon wfh,Negatif
-1, comfirm semprot bocah maa confirmnya orang wfh bikin ribut ,Negatif
0,jir tanggal mei kerja normal wfh,Netral
-1, wfh kayak kaklebay parah,Negatif
-4, duit ya istri hamil uji meni moga uji orang kepala keluarga diam wfh orang operator butuh nama internet butuh duit,Negatif
0, lihat wfh one call away kantor alas datangtelat ,Netral
-1,haha rumahh jaa wfh selasa ayie je korg xde wat pape meh lepak rumah selasa hahaha,Negatif
-1, sangka wfh english speakingku kacau balau,Negatif
1,wahahaha kenapacii pulang cocok wfh,Positif
0,wfh jam tidur siang jam kerja kelarkelar ehe,Netral
0,prjalanan rutin mggu jakartasemoga mei brtemu anak capture vc anak kak toreh moga prjalanan moga kak wfh akibat corona pandemi slse ldr rutinitas jakartasemoga mggu pakai kak,Netral
1,gilir wfh cuaca panas gilir kerja kantor cuaca hujan cuaca,Positif
0, wfh cit,Netral
-1,wkwkwkwkwk wfh ya kak,Negatif
-1, wfh pakai kaos celana karet gilir pakai jeans waswas,Negatif
0, mbak wfh semuaa urus kantor ehhehe,Netral
0,wfh bumbung,Netral
0,enak wfh kerja kolor,Netral
0, bantuin milik katering basic masak lumayan mbak wfh kangen tugas kota ,Netral
1, wfh suka degdegan tunggu jam,Positif
0, gaksi psbb lockdown bebel cela ngelanggar kasihan unpaidleave kerja wfh timbang kesehatanekonomi ujung negara collapse mati masal,Netral
-3,indonesia strategi psbb direset lebaran gampang ngejelasin orang erti tradisi puluh beda birus lihat tular orang ya at least juli kelar wfh geys,Negatif
0,kali confirm wfh penat ari ofis kocoh operasi tangkap pati berenangrenang covid ,Netral
1,relaksasi psbb tinggal tunggu kantor wfh ancangancang kerja kantor ,Positif
-1,urgensi mall masjid sholat jamaah jumat traweh larang ngemoll free oke sia wfh wfhan iki alias palsu yoan asline ra garap skripsine,Negatif
0, wfh full percaya orangorang kantor kerja free kerja,Netral
0, rasai wfh lo,Netral
-1,korupsi wfh tidur siang enak ,Negatif
-1, warga bogor membelabela kagak rumah wfh salam kagak jajan resto fastfood belanja dll ngandelin ojol jajan lo kayak hah mending ,Negatif
1,alhamdulillah thr cair semangat wfh huhuhu lov bos,Positif
0, libur cemas bayang wfh kaya,Netral
0, mpikkkk mpik apakabar wfh ,Netral
0,ok opi masuk kantorsekarang wfh ,Netral
-3, kasihan situ habis pulang kerja wfh kayak laki habis pulang kerja jlnan rame mesti worry takut nularin orang rumah jalan muter kerumun,Negatif
-1,gaji potong wfh potong kasbon ya,Negatif
0,tim bisnis kantor uwe besok wfh,Netral
-2,lihat pengin omong temantemenku dokter pupu yuk pulang wfh rs hak wfh urus orangorang bebal,Negatif
-1, orang wfh ,Negatif
-1,pensiun aktif pnsasn hak libur wfh pjlp provdki jakarta aktif kewajibantanggung libur cuti susah sulit rancam tidaksemoga hoax,Negatif
-5,suami gua kerja on site boroboro wfh beban kerja psbb gua waswas berangkat kerja psbb manamana rame risiko kena covid gede,Negatif
1,habis lebaran wfh ah yaudah ah nikmat masamasa wfh ku,Positif
2,btw gaji jajar direksi bijak kena gaji wfh maaf info tau mohon bantu,Positif
3,distribusi bantu sembako thr gawai bayar listrik bayar tunjang pulsa dosen mahasiswa biaya duga kayak wfh hehe coba positif thinking,Positif
1,kantor bikin skema jemput masuk and i like c we stop and continue the wfh please,Positif
1,definisi ambisius wfh skppl ikpi pusat zoom laptop bareng skppl ikpi depok zoom hp hasil wow sungguh ku pusing,Positif
-3,welcome monday lupa sobatyang paksa aktivitas rumah wfh hati protokol cegah covid ya,Negatif
0,kaget kagettt wkwkw lu wfh bree,Netral
-5, huruf keyboard laptop rusak darurat wfh cari keyboard toko dkt rumah gosend instan nemu harga rb doang ,Negatif
-5, wfh kos an gila ya tuh listrik garagara orang rumah ,Negatif
0,new normal new normal tes prepare wfh tiada kantor kondisi rame bayang orang desak kendara lift kantor,Netral
-1, butuh jamin hidup butuh bansos ya ngejamin orang wfh gaji kena phk dagang sepi ngontrak bayar kontrak,Negatif
0, efek wfh ,Netral
-2,kantor tutup karyawan wfh tagih listrik lonjak konspirasi ya,Negatif
-1,bumn telkom gencar dukung program wfh guru indonesia luncur indihome khusus guru minat pasang langsung chat nomor,Negatif
-2,min semenjak wfh jaring kartu halo jelek ya h g ganggu ,Negatif
0, sedih wanita wfh kulon beres,Netral
-4,aduh gila senen gila kerja normal wfh tuh senen gila,Negatif
-2, wfh selesai merevisireview naskah jurnal scopus q q sadar hasil review wfh detil review kulakukan wfh apaapa bagus asih masuk teliti,Negatif
-1, wfh tanggal libur anggap masuk ganti kuliah,Negatif
0,halo pasang wifi slot henti kuota internet ditawarkan rencana nambahin kuota unlimited wfh bangga bangsa,Netral
-2,bangun tidur badan enak sakit garagara jatuh sepeda kayak kemarin malam wkwkkwk kayak bocah sepeda jatuh ye nama musibah urut enak kang urut wfh ,Negatif
-3, ku wfh stres berani kemanamana asa arti lihat berita relaksasi psbb,Negatif
-1,doa moga kantor ubah atur lapang ya mari jaga wfh ya maksimal rumah padat kerja lapang jaga maksimal,Negatif
-1, wfh work from hospital sedih,Negatif
0, lebaran kantor masuk lagitidak wfh psbb langsung,Netral
-1,tolong wfh mati lampu,Negatif
-1,ah pushing wfh ngepet rumah biar duit,Negatif
1, tunggu wfh ,Positif
-1,hmmm mall buka wfh startap startap henti ,Negatif
0, dispet wfh dispet lu pakai ,Netral
0,hujan niat kerjain tugas wfh eh mati listrik mending bobok deh,Netral
0, didefend atur jam kerja wfh jam dipermasalahin suruh ngacu skd jam kerja udahan kayak corona psbb wfhnya,Netral
0,wfh sure nak membazir membazir kot ,Netral
0,bos bgtau next wig wfh,Netral
0, ijo,Netral
0,wfh kah tamm tamskii kerja bidang ,Netral
-3,pret nyata parah rumah wfh wfh rumah ngapa berbeze anehnyo maret lihat kwh april sekarrpmu merah subsidi telpon adu putus,Negatif
0, apply cuti raya mangkuk dok apply cuti raye you wfh beraye pown and al since january sok suka hati nak cuti raya makan tidur je the whole wig,Netral
-2,even kena wfh pishang weyy perghh jarang orang tengok chinese drama best bosan conan mesti doraemon kanak ,Negatif
0, wfh coba rapik feed ig lumayan rapi sila dikepoin konten lupa follow ya kakak,Netral
0, wfh tugas limpah ya musisi favorit adaah kwon jin ah stella jang,Netral
-1,wfh tidooorrr ros kerja bangun selesai tidur ,Negatif
-1,mati lampu program wfh jalanwaduh kapasitas maximal mall kantor pabrik tutup,Negatif
-1, fieldwork wfh gajadi cashcount deadline ksl,Negatif
1,alhamdulillah hooh wfh kak admin,Positif
-4,netflix jelang book anggepannya balas dendam wfh ya jarang tonton iya wtflockdown tonton samsek ' ok skam france s cuman jerat wkwkw,Negatif
-6,gua kerja sektor kecuali wfh orang kantor gua kena phk rumah kantor gua benarbenar bangkrut masuk,Negatif
-1,level antuk duk kat office rumah deh rindu wfh ,Negatif
-1,min daerah pasar minggu ya internet wfh ,Negatif
-2,wfh partner today mbah tes keliling jual jalan kaki since lahir musim panen padi beliau sawah ngambil padi sisa ngeluh bilang capek jalan ,Negatif
0, workout wfh my schedule pack af,Netral
0,kenyatananya wfh kasih libur ,Netral
-3,siang chucas weekendnya moga hepi ya biar wfhkuliah sekolah jarak semangat jalan ibadah puasa semangat ya jam buka hihi,Negatif
0,era wfh bukti upa screenshoot valid,Netral
0,iya wfh indiehome ganggu nemu pe anak indie protesin indiehome ,Netral
-1,edc kayak h minggu ukk ajar samsek wfh materi nyantol nyiapin utbk,Negatif
-1,hai gaes wfh ramadan semangat biar ramadan berkah isi paket data xl echannel bni voucher grabfood rp,Negatif
-2,syok wfh lupa,Negatif
0,kumpul video makan wfh thread rajin masak wfh,Netral
-3,balada wfh disamperin cucu ibuk kos riweuh mainmainin mouse gambar bayang orang tua wfh kondisi anak rumah jos deh sabar,Negatif
-1,bu smi tau gawai dibilangin wfh wilayah kerja pulang kampung gilir suruh bilang langgar psbb orang pulang kampung suka tibatiba bijak ya,Negatif
0,deh habis duit belanja ikea wfh,Netral
-2,there' this thing that has been going on my house during wfh kali selesai kerjakuliahrapatles bilang pulang rumah ,Negatif
0, dengar kerja duit ekonomi tekan bansos kayak rame twitter rebah wfh tagar indonesia serah,Netral
0,semenjak wfh tidur siang sore lemes ,Netral
0, wfh mang laptop concall review deck,Netral
0, kerja toko kerja wfh wkwkkwwkkw,Netral
0, wfh practically kerja task kena remote ceo,Netral
0, pandemi bilang tampil gaya kaos nyaman design wakil lo coba kau tengok kepo search orang follow ig id jamin mati gaya,Netral
2, enak wfh janji meeting jam jam tenang sarap meja makan tonton youtube,Positif
-3,kaya kuota boros ggr rumah ros gaguna sbnrnya psbb lockdown wfh alah omong kosong,Negatif
-1,wawan fitri haryanto alias wfh alias ha omong doang,Negatif
0,sali kak pc then ekaman makapantun wfh nganga hahahaha,Netral
0, wfh je ,Netral
0,wfh psbb lockdown karantina ,Netral
0,manager plan nak bahagi wfh masuk office deh paruh office deh kampung sis kena masuk office huhu nak volunteer wfh maleh nak pump susu kat office renyah weh,Netral
0,gapapa semangat wfh,Netral
-2,rutinitas wfh pis nontonin orang tolol muncul tl viral bacain kolom komen tonton video klarifikasi,Negatif
-1, komplain via cusumer care qlue tugas twetter indak solusi datenk kantor cabang indak ketemu tugas wfh covid suruh tinggal no telp telp tugas tugas telp rumah,Negatif
1, manda jam wfh ajaib ,Positif
-1,eh iya kak semenjak hits wfh inet bapuk parah minggu errornya kakak stmedia kah,Negatif
0, wfh lang,Netral
0, wfh lang,Netral
-1,duluuuu suka sponbob wfh saban tonton sponbob ki goblok ramutu ya sakjane,Negatif
-2,gua wfh begadang ngendog rumah kena mataharu hidup penuh sesal,Negatif
-2,mental breakdown siang garagara muak wfh bosan rumah laper garagara tonton worth kuliner hadehhhhhh,Negatif
0, kangen kantor minggu wfh,Netral
0, moment wfh covid ya usaha stabil,Netral
-1, bosan wfh,Negatif
-1, kemanamana wfh win arti cuti pindah kak ya,Negatif
0, wfh pakai dasi,Netral
-1, wfh bawa lapar ,Negatif
1,wfh ning omah kenal karo tugas sajat lumayan dulur,Positif
-1,ya smenjak wfh haha,Negatif
1,tanggal cuti kantor untung wfh,Positif
-3, wfh nyokap bokap kompak tonton sinetron ajab ajab indosiar ya allah pusing dengar ku rapuh dada setia ku menangiiissss lepas asdfggjjkkkjjhgvvb,Negatif
-1, tunggu wfh main jam istirahat,Negatif
0,pergh nice teruk wfh okay cmni hahaha,Netral
-2, wfh bayang orangorang wfh bosan ya,Negatif
-4,bayang polisi masyarakat indak rumah denda tilang ngamuk ogaplg denda garagara rumah ha kentir wuhan italia solusi diam rumah stay at home wfhmakan trjamin indonesia rada repot,Negatif
0, awak dewe wfh iki po,Netral
-4, wfh order makan seliwer timeline aman trusted tapiiii seller bikin orang malas order iseng cek ig nyata acc twitter report tipu ya wajar ,Negatif
0, wfh jeles,Netral
0,haaaaahhhhhh capek wfh oper kayak bola pingpong manusia iniiii,Netral
0,yes wfh kena layan kerja wujud ,Netral
0,mantapppp wfh kah mas,Netral
0, wfh toko,Netral
0,gabut wfh potosyut,Netral
-2,asa wfh usaha rumah siasia ujung,Negatif
0,hahaha wfh woy anggur tutup kantor kelar korona ,Netral
0,semenjak wfh mandi cuman kali ,Netral
0,efek wfh guys fokus suka meleng,Netral
0,petama wfh senang lamalama mumet pengin kerja kantor,Netral
0, online meeting tampil cantik fresh khawatir ,Netral
-2, wfh lupa alat gaess kerja lancar maksimal,Negatif
-1,ya wfh ngampus kak,Negatif
-1, diceritain hobi bilang kerja ditanyain wfh piye orang korea wfh wfhan,Negatif
-1, coba gagal iya t wfh ,Negatif
0, semenjak wfh maret buka gamain ig jen kuotane deres cokk,Netral
-3,wfh tuh bikin malas ya malas pengin tidur woy,Negatif
-3,gua tipe suka jalanjalan cari cafe lucu cupsleeve event wfh duit gua aman gaji kemarin kepake uyon lipbalm tangis kepengen beli besok kambek takut versi hmmm,Negatif
-4,wfh somehow ajar susah too much negative wfh mco benda limited senang stres wfh best nature of working kerja rumah,Negatif
-1,jadwal wfh jam pagi bangun jam allahuakbar pasang alarm bangunin mama telponin orangorang kantor begadang cape,Negatif
-1,sgala jenis protokol sehat hubung batas ruang gerakkeramaian publik gagaldengan alas ekonomi longgar tahandirisabardirisadardiri,Negatif
